id,sentiment
c48b3874a4561d83bd322a60b257ac57e593896cb9a5e385df904085280df680ab66b737557a89e6114440a3f36def4d59b97b6ce98a4c3ea6a0f663efc2d48a,1
6c3159957400c0b93527c6407de18b998a9697d1accba6b92e3bf89b16cb0e81473926d6369a1e0c6e15ff15ab285999c426439afb52576a1f06faec31637222,0
eac45d7d733f5c53958c4a259164741686fdb745ac1cb7b5e42bf8a22c18b004098836bc31b173abd691fbaf2496b11f7076cb36ed5e2123457fd2313ddf50db,0
f3dcfa4bb33a06bb03413abaf1de67747158a1a9b674d79531756bc4bfd23bfde9fc70ddd5f5b374e0d904773544f75b3c2b4ddd833e01ab0273060ab4a484a9,0
7b01510d01bf6f6f10684f33bf28de1557c64743e939c4f02586fb92158e4f12e71cf85741af592166401f14664bd6477936116244efc4f0da859b23ed2c78db,1
f7800fc4867b6fb86b2b37c437e9a750bedc57f9e80af65d87a9bbe4178707317eec405edb769713a734aa2994712838d9ac8f780a1fac1fb7ffb7bec597ae86,0
ffda2784d6dda213b9ea79e04cf0f2c79af43958f26156c40d48dc44c8ae92fc000d3b784d00322345b91b70df9dd3f7068d6fbd57c0012ecc7ef038707e4586,0
9ef508b7a1588504c9fafbeb97f21f3668e851f5df39846e1fac1c5b3ebf23c2625180c87efe23bb9ce0ad1c3927c9a00e182ba74888ec64e06026fb2cac4867,1
24bd1c3a8f71774eb2d5a8414b1da560ac3824b4c47936ae31851cc5514959378b78ae03bc86f768e33b335e3c4bbd54447b2292cb3891780a57b9ad97de2e49,0
d40b4ab8cc17bc4401859e12b13c0578f3e4340c19fcde866a4ad13c592411b6f5e3321a6f09dc60b4dea405c076229ee8b238c490174a85e4e915c6dbfbddec,0
fca646789dc0c5963782590928ab762baf365a15d54ce14d952b43772604616eacb3d0eb9df3e29781d727908ff573c75af8e243bbe3bf3238e926072b20d333,0
70116032cc359eca75629fa43acf52ad19ca858261eafb409aa02690e818f173cc38f55c6a6e75ac852f14056304b94d861a1bc6f8111b8f642ceb6a16b0506c,0
e7b1ebcdbd22d9dc3ca397cb3389afc6adc208f7d204e43c25d2c0b7ee1c8a5dbca501b6d3a7bfee2e78f47b61ccea337af88d69f9a45665d69308c83f071932,0
ba043767df90b3565c053ef1a70f6d5711b543eda1faf19002304a5c1014c9f27ed6145b5821964acba8af5cec0d5648f35bea37a3d2beb93f0465a755f62d37,0
558d7afc578058fd03c4bd7bdb0ab093433d631d09c05d6cb6fbec457816d10907d8f4ce3e8718f158e0b479337d1053341fc741d37a712c0bc42b4abf516c4e,0
a59e5356db46d38d6e1789559bdd615f99a91229ee97d5aa1034e2fc6ad7897afe728b759ea95a545deb627963cda8289577602437e1259add920c5dd794ed5c,0
e9cfe2a7aa573c86c1238aa70169643378d895c54a34fd5a388577f4aae03b47532ad634eb1a280a785401d50ac744364ab36f81025c56b476e29caf073c605f,0
a3c817b75caa74c6fcda478fccd033e3ff0029a31bf906269a941e4a0caacd6bce095d519befb4d12eac1c5fd54b9505cb1bad7db1f2b363a3921a460acf6909,0
dfa916bd2ac43fdb59f1558f7097ad824365db94ee49121b65e9fc6e19f8fae19f23ee38ccedeac467fdc946d437091895461b1ca52a46863d79b84606d49cc6,1
40ec027ecc98e19a4e454652951cc6b51ffbb096b164755f339725e83d93a72ba9861168d0dd25d72612eadb491c1ca6936a2a3fddfcbaf039619596abd3fc66,1
ad1b7ae422abef6231c57a91149e98e76c061442356ff379ced3291661f6b06c97889eaa186788014f4fb02e89f288f1c87ad8dc29cd70e35d98654dcce2a54a,0
a229305ff0528f6557e987bd5ca49e9392b8ebb4e7a9570e64a23c4f9d1fbe43771b57b4b1b24e1886c7fb644d4195c57d7ce536df06ca0eb7b8dd250005619c,1
ea984b08c7123efbf82368185aee25a4b391fafd431327bc38c70ca2b275342638603d1bb2dfe0f3ce54ec9bcbfa317774fe68d482d2ef6eeb5a980b8fdb6ef8,0
ec19eeef59397b01191048a6f9ddcd735573cf32df9692df84989024f33e3bff9727c2331b36fd93bc99c6e35c59753c03cd8b5bd0ef32dae0b57ba022f5c70d,0
961d56fee2e33066b9c295622e5ee11b36d287fe6af8a4472ccba1f971c23558cc1c889e80734b5b0247ad397d0d869ed7ab6d235c1e5eff2c7c742af94d7a8d,1
70d235d5192d5211f2c261a18c4e7ff5a9937f80c500b72c30c5ec2474c2ce33e86d508b81c47f40380562ee21d6fc1e398861c3635d9fad99afe30dbae3751c,0
f26fc6581e43484b3db07c918207557f3ae4162083856a18f3b3d180c9318a343ea753056fe7d8a7030ac13defb28a3b1b73c0ff6a2f68430e24cef6c4d0e594,0
1b29941c79cc091dd26afe5843c1eac705d462fd7cbb3a89c39c3a05043fd49a7e178acd071a7cf94eaa317fd427c32a39dff5df10c0d1df471be1d08ad3210c,0
3adca80999d6d1643338902676dd61d061eb5ba36a32886baa4a7e33ec4004ecfe7eb0b829923343133cf67a003b1d62d411d563396775e47205c5dcb6c1b2df,0
8d6f3ec5ca5cc115251b8ddf2883b33536558eb929eaa119110dcdf889072ce2afff2628db5c72254a4c87582c05bf0e572103aa8df1f5a24e99943b40d0c18c,0
341c72ac6c5323c6eb45a941fee6bc3ec98a4cc386c518665076291ae7f012995f66383ccb01b728d7c6d38351979fb54ca1209b6684eda490b334513a71af98,0
6174fee9c056b39d70b24f81f648628962ed62663c61267ae3b4a5bb6fe46367cd8b26c92d4ab09520a6ccbd20f0bada4dd7c7227b9ef2e2ce6d3a133c0844d9,1
f4b1c77f5e935271fa5379b0122f887ef8f7a67bfff8eb540fcbf5b7c53bdf41634fec8f9518befddf38d28224ce31db7c9e1d60035857e32321424188bf8762,1
c5a8c3255f3521ced7f878c9a20b543fd4a50839a073eb73ab0646c01ad4fa7d1e6724a994520ec771f3e981aa2519fd5880c558346be1ed4c736009f69d0f32,1
28016e6989364457baa77962666d42e73e83cf30fcdf3924d4387efca11fa4db55b36ebff978c10e0a8636d0d300a3778eb2a1e51306fbb6f3e69a1ff36b7b5f,1
e7ed68ae13218a5981d167c21993d0d8df42c52ddff734f5f8186255dfabd69eb6aea2e36ff32eaefd73c9e7ba3416d58a9fd085bf6d5a5220f093ae5beb7f9a,0
b32fe28f7235f6266a47192999b77228a97f18cc9b16ae4e833c0e2cfa2a54af0a023121ea331cd2e279f3bce7bd14a6ce16d3a3f95f963ca57cdb6106c7203f,0
b525b1d62a85a07fe41596e3dca6521ea38de6f2399f79ff1b91bcb7b12ee2615838c68b5fdca4f4a59373d33adb1f50eda03fbcd9a95c85f1954d8136fc5f62,1
41f2eab7d0d8d1aeeb1e29e68f2ab46519a156206a3a966a81414354ab6ac7b93084f17c372398d848a27a8636dcf147bda34e7780e7a29e587d8d8682120949,0
69577204977fac394f3d96cd903eb0a163d67750aa0cb75c5cca38f9de0e29cb914ded11ee1fd63ba8f24be2c7f518bbff4562bfee9b09ae72f3b1ff25168064,1
e7d7eea0bcc24432fea85b639f38ac715f5194c33c12920c4c54b2174d06573e90e330d994f9e0681bb6f80a0d8daca251c10d698e9133117371a4850f283aa3,0
88b1affe9a3a14d70ffd17094a3cb0cffb3167faa51bbf8e0642f4d8fe5b560225cdd442d1154de9561fc774d439e489abe8a927838c197ad923a85e764f2484,0
9e70727aa49c13f106615a6a4585abfe9509099eb44d071d96ea46f531ac081c1fda4950b3ccace0f0bbbee54fa48e1b9b5e24d63c3c10ebbc36b500c1c0ecd4,0
d35d104db43f0f8c2ee5b595265b7c0efbce5ca1ee9baeb4ab44de0f7dd05105be87995bc1c8ce747a6006684b718336cd57f5c6836584855f519be5f83d8c58,1
fb169b35529bff38dbd41bc8fd7fa1c4a6ec39418ffd5aad71f6a2705f901489d25b775b5e9996cb6a7cbb65fa97cf57d25bd9474d62e44aa434edb5b435da03,0
5e302ebf9c17cabfe738f7372bf50db0b5d3c4ce0873a499de7a7ef02f5c20f4c31502a668aca4443c8add1ac4d623fee0aa52027fec29b540f93881f77a31c4,0
6fefe9f08e25055d23efd6cc63deac66a8868f9e44001fd594612a5f3aad96f5e1cbbe6ab12b0dabbd1b8626041fa32c7dad160bcda4000903c38a6f78e824b7,0
c714dd81997bdd068f73fb290b60594bd256e1dda89b0b265c3d6017b52761fc9725186dbdd674a654897a72e0f04eb3a17fa817dd125188f0e533a5589390fc,1
e7d1391f23e49b70bb8220cc24420570b580280a9ca6068d522efbc4fc545586315cdb90b6db133197fc421ac72a7f150af16a0880e8a2ee7e38e6ee242bf0a2,0
80b853fccae518b793c8508f80ace939d352c506252a20cbadf8d201c296ea3d4393469ceeb55bfe4b760c6219902f3d2146fee97fe311ce6699d0db8cc2ac2b,0
5966f7ec92ed53f7556f5297b11af4f06e34dfdc8a18776c84397b483262bcc83618391347557a92486d5ac8652a677cd968dbd235def5a47c46cfe23816f033,1
f7e540fb68e5f3dc479252e1d6f961846214521e89c4e666d06d0864a5b67f750496f57cffc9afbe87d7c39ecd3f264da569f0b7833ed803050e8ba1bad98130,1
72760e64dfd67d71b21d2d80c9bf08812de00ee0c2e77e5a51fe90f0d3122ebe5472816411382623d9f7c2fc9f114200b4e0db21759b8d7f523070e2733ca0d1,1
f33a82887680afe14fe815411d22c7329fd9799b70f1438d906d96c54a76471f0a51612f4bc273cc62713499ff9587cd023250dfa7b70d731663b08071afcfee,1
c4a478ec07d8a4870c7b2a333020ccb58a7dbe4120d037daf21882108b69ff4a5d8fb39e06bac577bba0437c7f3ba70e2bc5d284f5e710872b8a90140a288e85,1
b887bbf5a56b45d23476a9a899d5a832b1a934aa3c03e0239e9db19e1f733c951e43ea63136e97b2f6f2b28d97837799dcf19ec3c1b5b6a89262cadbf54cea48,0
7a367b6289ba1e05f310a68164d75366313c46eff9ff9fde9b862615ef10487530fe0fcf57e495628b9777cfb5d2f9040a12b605c78c686718fb1adace1eef47,0
f717691f5bec5158b45cee0aad503dfab5b41a1eae53f66d4cb509dcfffaf4eba5df2746017db5fbdd73a8e2e6265daf4dafde955e030a1ea62c1bb66bd76278,0
28b6199f8d527c44acb72def436611c5c4ed3d4383529721e19b8855ac89a18701574b46387e7c8c86499fdfdac85df83438f9d8cd970341ac706e9bfe1ad093,0
065279368e860936511ad0ca697680f58aa7e7058257df0bfcc66195305933b1debf6b5ecaf53be9e52f5c7843a326898fbdef17e19cafa2611989993970f18c,0
ddf3600e40f3d7d063075b4bb5a4e19672108898ed60bef0a47f0ae3ba8d0b51f2b7a504e2b3e8082f3f1cd2d1e2cfbeb7ba6a2cfaca875ac9d3c95974c849bd,1
4644e83348f639c513b812ebf40d870e3d191a9acfd6fa5b00d5b3fc66137099a15e56298ebc4b8f5f7376d88937cc898dcb1143e5c2eaa961e0c4c540fb1c3a,1
fdebb947f09d16e4e93c1768a23f215626ffbdfe76b9d0d82a565fcdaf4343f1adde601a7694b495d041ec0ba5b233016d55550d63a505489277ee19a4211c5a,0
bd5747f3f5962f5bca886a51d3cc16b3d5e58cd1a73a870b4af4447a5319ab2b35fb26fb73ebc67f3872ba7f2e6173d875de356d2d14200a362730f24d4ba98b,1
482ee7a4ffbe323c4a49924d8c6be6c06c4055f35f7298c70cda461f952edf8cd895981071078315657052c6fc9cd0d24976ebc1163d82577d3a5d03025c3f18,0
eb552c268165d21122eb2cf82da31c45c19e7149c9c35bedf3d9e4f609a6b39bdd133b02ec82075f606e6d14b940fa5fd052e8c713eacf38eb5d7f334a3ca038,0
deaee70022b7a0233e5219001d4e82f4a210b28e1cd9172aee3aa265f11d71fed6fedce4a205cfcb311ea9f6917ab71b49b51258099684fb3e55274ae2ba4e85,1
7cdff2d89284face252e9f0384db82aac1aa63543b46b94ba264ae4a7e0a2c403a75c7d7d935ab25fcb75167f4de01c9d42c06062ed6863ee30de5b67ea4a490,1
7b03ad35c3d2154122e4a34b89b1655400160df3deaa2e1e7daf4aab8bda900c2ba27bfe9169af49d86330fdd7c2613d20108f2a98844b61becab5bd26fdcd44,0
d0cbb8dbbcea27bfa93ffbd42b4e7b81fe2a9de5d7daa35ede598e02a3593387893238a47379ed2d14c021e6457806a2a0ea9fef1b0c1272eb0feaa2bc322e77,1
dbee329711c3a10031e3bdf69b4972d71720a4c278a94bba8903ed036cf7668c9ef4124dee9ea8cf69b00f2e9657001a25e0e6e541f671daa42f5643e3f3d76b,0
9eef13e828b0da311039600c95a2a7df00eeb7b1b353f0e0541aa56920c61b6f48cc1ddd96825c9cf4409b409c100c7f56ff920792c3465162086d4deb88f571,0
bbe3905574030d922fc894b3c957795693b51fe2cf96cb9c101ef14d80a6fee054425941856720bf1e839e03689cad614e81893acacf352cc570bac9776ee911,0
cb4a5a6385d12769858af7b252863fb69ddfd23f63bb82cdf8fdf86a26b0ff428ad21592dd3d641a6fcc79b995fce85f48ca7ce17d3e7bf7c2e4b06857486997,0
359d8d18a3812d38227db39cb8f82d1782b931cf7525c709c927af8cd5086f92cffc3972519ca2f4d1ef9edd504bc05547e928d4d6d122a5f01e3d9127a20bb2,0
c66b16843eebdfd9cf4b43993563a634c8553d748e64113738103f9568b7fe55579a951d3ff2f357eb31dd29157b188a2b8a2e73360d1dcd9d330877d32a83f7,0
ee766959e9052914011d846d47470d7ae13f4b0623a8e074d8225dc77c178bc5c982ec255afa58861d63b7c33e85f6c5922c8bb7a097f3920b84653be46d1bff,1
89fc5af6ca7b60369d85ecca8b86aaeef6e9e8cb9aef6b666fbe47bae44234bce45475b3020e8371a39c9d559ddf3f9e174b44a9d7eee2b219f2fa1fbcedbdc5,0
886cee36ff2d8f7e4373d1e2a9559f88c01819ecd92d54dbfb37ea20397b0292b90b8e24b2b4502b7f4dac0d14374a8db74c65736c075b41d0523202ea918ceb,0
cf36733963980a31c488b988e8419b7e97fd200fdf039b11e1544beba3a3d524b21e2bbb76005ba3a8aa339e4a6f5449b83478c59bd047b95339c1943325bb4d,0
9487aa2d798a580450ed86e66224e34499e78b964d2c31914ae551691a73427045120e65ad1266febc642dc5158c085086be1599d8b3b0a0e3f6efe5b0114936,1
a5831a65c5e23560adc5878a4a9a0f65222b4edc71dba6c3f2f7499541b14cce46762d2658c9910bdf3bac020f97c51eae2fe1dbd276ee18323664a08d1450a7,1
c7749091dc10f6fa754b23645963526cc1a24c6eebec7455bc304a9de2c737c9ecd07a5a039b8c6bfeb43198746412a2ff2284c6a21c02b3d6e3fa61cd19cead,0
73aaac3eeb3c31eecc3ac7d083cf29b659e2fd8d9976c4945345cc711e26be94fd6859cfad42dca2193789efca2aab5a106899b5e0a9ffa2daf1ab25c932b0f3,0
fb4ba1f6f8980acaa23b486f77e6c3551477c4f250294a4b04d15017ccca1c6850be3d259969518cb266d2a4536068542bf977dad7b6fe594e96b4e00e5e6312,0
df97884a42ff77f1b861dd39791cbae3f57ec06ce836e8f0f15ca759b4ef55b507fcc6da96a71aa112f238e52e9378c4441636006759dfaf3a187f94a168961f,0
bae818543638a3ce90936e0c6134481ac80f33ed7ad10f4b9b2c503ec7a5e33d2e1b7ff9a61f85da623d2b3b431f1051cecd8605798a7de342d2192599097615,0
cfe4420e9a22d9489d99858585a91abb2a6415ac304d1be9350543f4c9e5f59544311271918b5e7b8750d62f37c1b644517e64b37739145230689aea381bf1c2,0
93b15574183f2e52a27bcb5720aa730a2a173c359ddffb246709f3abd8e8a82205cdc8073648f2043e5cbf4014e86ae3000d635bb57cfe30567977337f914192,0
f12e428c9f441832104e69321d9110c6abc1c38a099b719de67c3acc3c415a0da82ed92aa7e2ca1091af9999f003f4d45f4ada541b54a4bb6ef14bab7ca26932,0
68bc9335ab04eabcecce8c87c3c6d1fdeb26eb9d039df2b2abf6a9bb8fa58dc81524b4d73c138251da212900b9eba8cd30ffcfb6f6aec98ad0eb3c0752cf3289,1
d0a863e97867b7fea85c8c43f13fc9837fd14e386b9efde4a927312c4dad4726946d3f2b7cead564f8f0b2b57435c5e74f0a56abab14f0f08c507d66568c501c,1
b9d3408e59a0b7534374b445ffc1eff9f3ed053b1a954b9b1711d26056e466ddfc885a5916740cb5de55f6e7c1b7a29dc9ebe81ccdebc9b06671343456ab4382,1
e6f780bd48c5df199aaaf65284be87ed5e241346a71cdfb0d56483424c9b70c68d0c7c6f005c4abf3d2720a4c46c3cd20397db74517b46097486f45d70e7c727,0
7cbfcf57c7c8226229a2e1b32da1db98cb3de73ff69dd1e8b56ffbb28b494cb23d5630148e7eca31cc0dbe8bbf0e0f240f4520780e95472c1f75636885469112,1
44c95dd88e783f282cabc861049f695cd1f63842e54c499b7fa124aa344a7ba17eff0202a652475d54544918fa2fe1d333e9fda5056da14750092a3c18efe5e1,0
221acb5ed37b3d39a77f3d2a137cccfa3ddba73111b724e28ce7d4b58dca3e683bc199da0937852fb77028f6ce317474084be02e080b34218440cd03d9dc5257,0
3b56f9a630ee92b20f17d44014790bde042f7e9b55ebad92cb246a5e2af725e2b93e2539e98d09bc1b29bb8a94f4e789df1d8d51e626c058cc39c9ff76c9afd0,0
0e06393aa037b7e0878b0ed7c4081e8d0a65a06d0c4c209b9a5a71a60dca834be10a82b8447bf3c34ce2a23fbb58596b12979d192ae6b3fd689befb88d47208d,1
fa9cd549ea4734b690c639544c69e8cb5678e4081e42b9f96bc0ce20d1e880491fd5a9b748bdce2382058bb14a71c278943953bcdb98c1e7c0e14cb2e80f7131,0
57d5ffc476fbadf10849625e26f46a09a95cbc4b08ee8f258fdf738963ca404a86dd50e5b5d2e3de67cf4a26baab9bc97d73cf6cd221154e10a1fef7a5de21b4,0
cee7e20722a2b15e2d1b4b6c0bc811478a2425efee27b13a5b881b766addb2136a37149987f105f423c28d6337bb31da2900910df43183887f9e1bd9bc8079ca,0
ee3798216f2acbb49613450c4987788736f73cb0036570f7147acf97f7351c31aba6fbef4fbf445631439c6f6df8c2a62a4e4c117c6b4b4dd9cd71483e889b37,0
fac3de05e8af1d0661b205f96d17c3df7b452f0e1063f136dead47f168b9c9e3477a2c2bde193e836ea407c3971bd57a498c1448d1e5b047ba565b6ebbc2f801,1
88de8d18ed34f25100c4048840bce6981c4070a843942ddce9daf65fe508c3371f1f556a0468eef70562c053695311a51614764be1e9ca8b599a487c54926dc3,0
50ee61b29afba3b3dc2b5ba600709d346c5b69b1498ddba4b02718235cab520e651ef991dae9ec66485a00532e787d9aec1a6a1e8d6170a2e7577526387fcd8d,1
324e3591194a87b30288462a662e2824685f55a5d131adfe612993bcdc72996700da52ab0f8150b223adfc487c990ce513e139e9835ccc559cccec6c64378355,0
d429799f5bf3f97278d87ec868da3cc12c1fc787ddd06854ddb6d9d7bb58c2c65cd4374b063a1094bcbca84cbd7dc6af1c4a8c9209694a33dde6c2018cb12553,1
9a24e82dc9da02da7fa64d80b05a6b959aa5b088ee36124e0955c5880402f1911c551389dc2b28faf6b55e99a10c893e3238c72e3876eca9e1e4217e594675d2,0
b9c73f3a30c46c4c9a0141ac01312ef4649a282b6b2cc2182819b815e205ad177b75fc473cf83b0f5d8bf121efdbb52fde8c9036e6ec1ad953948bb75c04f053,1
226c5f623f15952d51bbcf80561f0150ebcc0c97c029963568afda1e15a2a57b18a5e9870d542b3f045b17314365ace56eec3e7a928b361ab8f80f67e6ddd310,0
312b8bd2aa189eba6b3457c9b8127608f6010103e17cb1a86734bc4df1da393f1898045906aad0263274363a34cfe47b6ad0aa7e23a26388436819e3f1c5ba4a,1
72a590971b86bf0326c5ff19a8234d049132730fd47da429b244b34ff5f2ffaa78658c083859bd141d3af50b607a2434af0feff9c4144043cf6fe3818aafce22,0
65f44296b3a1b8b24aae7d9dc11215e8a84788701f7b4fbd43464495f18e03e45d43edd7650bd6d12e3e0a72ed7ad816417927677af57f7c1c3e041b036308d0,0
02a7c52fb9f74600f2979fd4c97b28b85e1765488c70ccf1a6e373e953265d02b6137aaa6a5e3612e2271ff9826ef1f2c02c9b7b8551cfba8aaa3ed55286c675,0
021b80a0b1fb4af6d4bf50c45d1966846748bf1e142155911b154afcdfcbfc6a7dc8fe3d68f6717aa6a4f8657f9a09e91708f33c0e989ebecda15624c0b4986a,1
1f764fb1c55cf236752f08f9bf5b60fef23e1448616d092fceb667bbf99ea111a375fc898c482d2bd7acdaf9444da93cd238d88d7197503688f5d256c5a6cddb,0
457e23afd547e59367c21f802534063989008717cb116108520bd240a55e1adf540eeb35b15269a8fc3bae1eae03dae5e43b0e82224c7ecc7b08b4c832fdc16a,1
97124d7d8a7ebaa4c261b731383fe729897847fde0664f5b70c16165e3b2e37b0303a206a727a4ae01b710f754d1d24442a60358a5d1d45b24a184ba0cbe1278,0
c1e824f298ae20ecf6e919f6d7555d1d849c042438a56e6c9979e6da8b5a172c228dda01de2798f99b8b8f5116b610bf6746fe4f83d066ec7e49567548deda77,1
51bb85653bdc573219594ce5d9a0150f279c9a53a68f69bfdcb32ea4e5748f5d34c89638d3d6aadea89543dfe2d146bb9af8a0e8ff3ea788e50d9415afa11719,0
ac3a335b27d06297f83d48fab0ae1053f4d7966c7bf4bc893f653fcc244ab7f8a9816c6d282de9a5c246e121733b089bed19f7207c0fc5cb658ce8567d16addb,1
d3a46149b05bba14199673ac7e792f1b35fd9b1928aac91b096d087a5efa5d05b2bb0ce90472c5244bffd5065c15db43a86bd8843903bd46de75038380aacd46,1
59ffae982895b431b1d2268edde39bb10fef88b2e9683890dd732d0ebe3c5d8b52a6b7dabe9659c6005acc3d82c2dc254cf5f5a792b7e493194367d535862dcf,1
616137c9018d28460c6fd8ad5209a2359d58f47dbaee23441c5a5aa89224eb53fe7023f42af13f586ebbe0d8e0632396387b63f5f9ab7138f4751016f965ab45,1
b7f14d2e9585e44e0d08ecf7bc5b45c3d86eeeed5f3a69950c1ddd39ef3cc75060de2d42b5aee42a2ae2109b4f69c977acb62c598c4fe24976fa9231ef2ac57e,1
a95edbd73e989d7818dbdad8cb60723585effeeeb51609b83fd6d56ad19ae1a0066aad500a3558056c654002be9d0b7bcf1b32d4ae6b9744e111cf743af5595b,0
3f898926ff6d06089442153a04b48990341766fe6eea245169b4379effa0f52ab6de747bdae4b7e53ef8f48889b4498949be3c2493c536f4f43e51ba86e80baa,1
764f5e8b3dda1d8fb1858f3892d4adf98955ecb29eb0accc4626e03de6008e4acdd99a1017c41a528bfaa6b151756a152046925e577ca7e90929f32b261608c5,0
29e2f4760eae9387af95f3a28b1b2c3005a380955bc536b9874244380945f8d365ba91fd783c9c2d5d75db98f24487a93ee3ce131d6f0467fed87022c3810602,0
ca922728e06f9b041f8324af8fa258ee802acdcfb9bbb3f4b5013f3d8d5a6ccf8588917af38bf5d78549df49f11ea87966e1c21736035e891aa9215604c672de,0
ddfad1bf5389a404e510a4a382ddb9067460ab0f692104a18b02923a78193cafc2d0480cd667d6589397362a8093c4d984aed046b08609bb024435585bef508e,1
9000e344654b499f0b168f40bea910f78613c34765115916561ac078d2580e65d9e17388bbaebe92aff298b906a57465def705d694da90a7fdcca565b42e4993,0
befe064ec37063cb2a8fb20a72a0c52f4ad2a82e6674ac77f2968c3799b96a912b42e85926e6681c16bebe33417d7871b01d95d1244dfe5b5d63bab7bd84ca0e,0
293da623a374eb191d66d224a1f688a7305d168d42edeb6f4c4f4e132b62daead171074df74731c27ffac37c01a73a5f85545d4bd719db2b2939f7f62e0961db,0
a140c4ad519f6acbb4af920283856c0fc4cd4612b9682ee6f3db448e38519946347bdaeede4948986e1bc018db84cd79e965ac117d3bb008f54a0e02ea3960af,0
5a9fda14809dfc9178c79adcf0b0b48f281245afbbdad7667561eee703ed05f7e85170cbdb1dff451be6a8c551cf8cadcc04e681a805005eff38ba92d8680a2d,1
8e648aeb4b1713daebc8988f56e3c8e463fbee824dd8f0a39eb917922c224d64e3ca8b609c3ec63b56fdd2579d710ce779398ed21900dccea795dc5766031e12,1
c1e5b129d53074e9467bcab69fad71316f48dc07ec3a835e04fdf1ff3a4996cbad5857e819dc7dd35d10f1d0f8bb6b95a706f630e418656f6791f08a7fd94a81,0
d597dd5d737eb156ca08acc7fd4766111436ad5948841d0d6334fa654540d81fdc3f26967a0bd595ea12fb51af6a7dc29da3bd423a4d9ad9eb39831d7f29306a,0
63fbccabb0df6e52b52d74f13bc96e625391f6a39fefb91d742e7bb425fb5579ceda02ec1867879d549f278ed56446c67d9daae4d0605def94456bc01c4a37ee,0
